SAND_COMPACT			0		1		0		3		245		220		180		250		215		255		1.5		0.4			0.5			0.55		1.0			0.0				0.0
SAND_COMPACT			1		1		0		1		245		220		180		250		215		255		0.5		0.9			0.5			0.55		1.0			0.0				0.0
;
SAND_ARID				1		1		0		0		224		220		195		250		215		255		1.5		0.9			1.5			0.85		1.0			3.0				0.0
;
SAND_MORE				0		1		0		2		250		250		250		250		66		255		0.5		0.9			0.5			0.55		1.0			0.0				0.0
SAND_MORE				0		1		0		2		250		250		250		250		66		255		0.5		0.9			0.5			0.55		1.0			0.0				0.0
;
P_GRASSMID1				0		1		0		1		242		240		239		250		215		255		0.5		0.36		1.5			0.25		1.0			3.0				0.0
P_GRASSMID1				1		1		0		1		242		240		239		250		215		255		1.5		0.91		1.5			0.85		1.0			3.0				0.0
;
P_GRASSMID2				0		1		0		1		242		240		239		250		215		255		0.5		0.41		1.5			0.25		1.0			3.0				0.0
P_GRASSMID2				1		1		0		1		242		240		239		250		66		255		1.5		0.91		1.5			0.85		1.0			3.0				0.0
;
;
P_BUSHYDRY				0		1		0		1		242		240		239		250		215		255		0.5		0.41		1.5			0.25		1.0			3.0				0.0
P_BUSHYDRY				1		1		0		1		242		240		239		250		215		255		1.5		0.91		1.5			0.85		1.0			3.0				0.0
;
P_GRASSLIGHTER			0		1		0		1		242		240		239		250		215		255		0.5		0.41		1.5			0.25		1.0			3.0				0.0
P_GRASSLIGHTER			1		1		0		1		242		240		239		250		215		255		1.5		0.61		1.5			0.85		1.0			3.0				0.0
;
P_GRASSLIGHTER2			0		1		0		1		242		240		239		250		66		255		0.5		0.41		1.5			0.25		1.0			3.0				0.0
P_GRASSLIGHTER2			1		1		0		1		242		240		239		250		66		255		1.5		0.61		1.5			0.85		1.0			3.0				0.0
;
P_WOODLAND				0		0		0		1		252		220		180		250		215		255		0.5		0.41		1.5			0.25		1.0			3.0				0.0
P_WOODLAND				1		0		0		1		252		220		180		250		105		255		1.5		0.61		1.5			0.85		1.0			3.0				0.0
;
P_FORESTSTUMPS			0		0		0		1		252		220		180		250		215		255		0.5		0.41		1.5			0.25		1.0			3.0				0.0
P_FORESTSTUMPS			1		0		0		1		252		220		180		250		105		255		1.5		0.61		1.5			0.85		1.0			3.0				0.0
;
P_GRASSBRNMIX			0		0		0		1		252		200		175		250		215		255		0.5		0.41		1.5			0.25		1.0			3.0				0.0
P_GRASSBRNMIX			1		0		0		1		252		200		175		250		75		255		1.5		0.91		1.5			0.85		1.0			3.0				0.0
;
CORNFIELD				0		0		0		3		242		240		239		250		215		255		0.5		1.91		1.5			0.25		1.0			3.0				0.0
CORNFIELD				1		0		0		3		242		240		239		250		215		255		1.5		2.41		1.5			0.85		1.0			3.0				0.0
;
P_SAND					1		1		0		0		224		220		195		250		215		255		1.5		0.9			1.5			0.85		1.0			3.0				0.0
P_SAND_ARID				1		1		0		0		224		220		195		250		215		255		1.5		0.9			1.5			0.85		1.0			3.0				0.0
P_SAND_DENSE			1		1		0		0		224		220		195		250		215		255		1.5		0.9			1.5			0.85		1.0			3.0				0.0
P_SAND_COMPACT			1		1		0		0		210		234		234		250		215		255		1.5		0.9			1.5			0.85		1.0			3.0				0.0
P_GRASS_SHORT			0		0		0		2		190		250		165		250		66		255		2.5		0.91		2.5			0.85		1.0			3.0				0.0
P_GRASS_MEADOW			0		0		0		2		210		250		128		250		66		255		0.5		0.61		1.5			0.65		1.0			3.0				0.0
P_GRASS_DRY				0		0		0		2		250		240		195		250		66		255		0.5		0.51		1.5			0.65		5.0			1.0				0.0
P_WOODDENSE				0		0		0		3		220		250		195		250		215		255		1.5		0.61		1.5			0.85		1.0			3.0				0.0
P_ROADSIDEDES			0		0		0		2		202		222		202		250		215		255		1.5		1.3			0.5			0.55		1.0			0.0				0.0
;
P_GRASSWEEFLOWERS		0		1		0		1		242		240		239		250		66		255		0.5		0.41		1.5			0.25		1.0			3.0				0.0
P_GRASSWEEFLOWERS		1		1		0		1		242		240		239		250		66		255		1.5		0.91		1.5			0.85		1.0			3.0				0.0
;
P_GRASSDRYTALL			0		1		0		1		242		240		239		250		215		255		0.5		0.41		1.5			0.25		1.0			3.0				0.0
P_GRASSDRYTALL			1		1		0		1		242		240		239		250		215		255		1.5		0.61		1.5			0.85		1.0			3.0				0.0
;
P_GRASSLUSHTALL			0		1		0		1		242		240		239		250		215		255		0.5		0.11		1.5			0.25		1.0			3.0				0.0
P_GRASSLUSHTALL			1		1		0		1		242		240		239		250		215		255		1.5		0.61		1.5			0.85		1.0			3.0				0.0
;
P_GRASSGRNMIX			0		1		0		1		242		240		239		250		215		255		0.5		0.41		1.5			0.25		1.0			3.0				0.0
P_GRASSGRNMIX			1		1		0		1		242		240		239		250		215		255		1.5		0.61		1.5			0.85		1.0			3.0				0.0
;
P_GRASSLOW				0		0		0		1		220		250		195		250		66		255		0.5		0.41		1.5			0.25		1.0			3.0				0.0
P_GRASSLIGHTER2			0		1		0		1		242		240		239		250		66		255		0.5		0.41		1.5			0.25		1.0			3.0				0.0
P_GRASSLIGHTER2			1		1		0		1		242		240		239		250		66		255		1.5		0.61		1.5			0.85		1.0			3.0				0.0
;
P_GRASSROCKY			0		0		0		1		220		250		195		250		66		255		0.5		0.41		1.5			0.25		1.0			3.0				0.0
P_GRASSSMALLTREES		0		0		0		1		220		250		195		250		66		255		0.5		0.41		1.5			0.25		1.0			3.0				0.0
P_GRASSLIGHT			0		0		0		1		220		250		195		250		66		255		0.5		0.41		1.5			0.25		1.0			3.0				0.0
;
;
P_GRASSDARK				0		0		0		1		220		250		195		250		66		255		0.5		0.41		1.5			0.25		1.0			3.0				0.0
P_GRASSDARK2			0		0		0		1		220		250		195		250		66		255		0.5		0.41		1.5			0.25		1.0			3.0				0.0
P_GRASSDIRTMIX			0		0		0		1		220		250		195		250		215		255		0.5		0.41		1.5			0.25		1.0			3.0				0.0
;
;
;
;the end
