// Generated using In-game Timecyc Editor 1.8 written by fastman92
// Visit fastman92-site.tk

//////////// EXTRASUNNY_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
7 4 22	210 194 182	255 255 255	26 100 172	127 103 68	255 128 0	5 8 0	1 0.4 0.4 160 100 0 3000 313 1	70 27 10	55 55 55	67 67 62 240	127 24 14 12	127 23 14 47	111 60 0 1
//
//////////// SUNNY_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
22 0 32	210 194 182	255 255 255	16 97 171	32 85 124	255 128 0	5 0 0	1 0.4 0.4 200 100 0 3000 315 1	0 0 0	3 3 3	85 85 65 240	127 0 0 0	127 52 9 52	55 220 0 1
//5AM
22 0 32	210 194 182	255 255 255	16 97 171	32 85 124	255 128 0	5 0 0	1 0.4 0.4 200 100 0 3000 315 1	0 0 0	3 3 3	85 85 65 240	127 0 0 0	127 52 9 52	55 220 0 1
//6AM
13 13 22	210 194 182	255 255 255	5 32 117	53 27 16	255 128 0	255 128 0	1.2 0.5 0.2 140 93 0 3000 300 0.8	100 34 25	120 92 88	90 170 170 240	127 17 23 55	127 108 59 31	177 220 0 1
//7AM
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//Midday
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//7PM
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//8PM
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//10PM
7 4 22	210 194 182	255 255 255	26 100 172	127 103 68	255 128 0	5 8 0	1 0.4 0.4 160 100 0 3000 313 1	70 27 10	55 55 55	67 67 62 240	127 24 14 12	127 23 14 47	111 60 0 1
//
//////////// EXTRASUNNY_SMOG_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
22 0 32	210 194 182	255 255 255	16 97 171	32 85 124	255 128 0	5 0 0	1 0.4 0.4 200 100 0 3000 315 1	0 0 0	3 3 3	85 85 65 240	127 0 0 0	127 52 9 52	55 220 0 1
//5AM
22 0 32	210 194 182	255 255 255	16 97 171	32 85 124	255 128 0	5 0 0	1 0.4 0.4 200 100 0 3000 315 1	0 0 0	3 3 3	85 85 65 240	127 0 0 0	127 52 9 52	55 220 0 1
//6AM
13 13 22	210 194 182	255 255 255	5 32 117	53 27 16	255 128 0	255 128 0	1.2 0.5 0.2 140 93 0 3000 300 0.8	100 34 25	120 92 88	90 170 170 240	127 17 23 55	127 108 59 31	177 220 0 1
//7AM
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//Midday
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//7PM
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//8PM
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//10PM
7 4 22	210 194 182	255 255 255	26 100 172	127 103 68	255 128 0	5 8 0	1 0.4 0.4 160 100 0 3000 313 1	70 27 10	55 55 55	67 67 62 240	127 24 14 12	127 23 14 47	111 60 0 1
//
//////////// SUNNY_SMOG_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
22 0 32	210 194 182	255 255 255	16 97 171	32 85 124	255 128 0	5 0 0	1 0.4 0.4 200 100 0 3000 315 1	0 0 0	3 3 3	85 85 65 240	127 0 0 0	127 52 9 52	55 220 0 1
//5AM
22 0 32	210 194 182	255 255 255	16 97 171	32 85 124	255 128 0	5 0 0	1 0.4 0.4 200 100 0 3000 315 1	0 0 0	3 3 3	85 85 65 240	127 0 0 0	127 52 9 52	55 220 0 1
//6AM
13 13 22	210 194 182	255 255 255	5 32 117	53 27 16	255 128 0	255 128 0	1.2 0.5 0.2 140 93 0 3000 300 0.8	100 34 25	120 92 88	90 170 170 240	127 17 23 55	127 108 59 31	177 220 0 1
//7AM
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//Midday
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//7PM
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//8PM
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//10PM
7 4 22	210 194 182	255 255 255	26 100 172	127 103 68	255 128 0	5 8 0	1 0.4 0.4 160 100 0 3000 313 1	70 27 10	55 55 55	67 67 62 240	127 24 14 12	127 23 14 47	111 60 0 1
//
//////////// CLOUDY_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
22 0 32	210 194 182	255 255 255	16 97 171	32 85 124	255 128 0	5 0 0	1 0.4 0.4 200 100 0 3000 315 1	0 0 0	3 3 3	85 85 65 240	127 0 0 0	127 52 9 52	55 220 0 1
//5AM
22 0 32	210 194 182	255 255 255	16 97 171	32 85 124	255 128 0	5 0 0	1 0.4 0.4 200 100 0 3000 315 1	0 0 0	3 3 3	85 85 65 240	127 0 0 0	127 52 9 52	55 220 0 1
//6AM
13 13 22	210 194 182	255 255 255	5 32 117	53 27 16	255 128 0	255 128 0	1.2 0.5 0.2 140 93 0 3000 300 0.8	100 34 25	120 92 88	90 170 170 240	127 17 23 55	127 108 59 31	177 220 0 1
//7AM
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//Midday
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//7PM
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//8PM
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//10PM
7 4 22	210 194 182	255 255 255	26 100 172	127 103 68	255 128 0	5 8 0	1 0.4 0.4 160 100 0 3000 313 1	70 27 10	55 55 55	67 67 62 240	127 24 14 12	127 23 14 47	111 60 0 1
//
//////////// SUNNY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
22 0 32	210 194 182	255 255 255	16 97 171	32 85 124	255 128 0	5 0 0	1 0.4 0.4 200 100 0 3000 315 1	0 0 0	3 3 3	85 85 65 240	127 0 0 0	127 52 9 52	55 220 0 1
//5AM
22 0 32	210 194 182	255 255 255	16 97 171	32 85 124	255 128 0	5 0 0	1 0.4 0.4 200 100 0 3000 315 1	0 0 0	3 3 3	85 85 65 240	127 0 0 0	127 52 9 52	55 220 0 1
//6AM
13 13 22	210 194 182	255 255 255	5 32 117	53 27 16	255 128 0	255 128 0	1.2 0.5 0.2 140 93 0 3000 300 0.8	100 34 25	120 92 88	90 170 170 240	127 17 23 55	127 108 59 31	177 220 0 1
//7AM
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//Midday
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//7PM
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//8PM
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//10PM
7 4 22	210 194 182	255 255 255	26 100 172	127 103 68	255 128 0	5 8 0	1 0.4 0.4 160 100 0 3000 313 1	70 27 10	55 55 55	67 67 62 240	127 24 14 12	127 23 14 47	111 60 0 1
//
//////////// EXTRASUNNY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
22 0 32	210 194 182	255 255 255	16 97 171	32 85 124	255 128 0	5 0 0	1 0.4 0.4 200 100 0 3000 315 1	0 0 0	3 3 3	85 85 65 240	127 0 0 0	127 52 9 52	55 220 0 1
//5AM
22 0 32	210 194 182	255 255 255	16 97 171	32 85 124	255 128 0	5 0 0	1 0.4 0.4 200 100 0 3000 315 1	0 0 0	3 3 3	85 85 65 240	127 0 0 0	127 52 9 52	55 220 0 1
//6AM
13 13 22	210 194 182	255 255 255	5 32 117	53 27 16	255 128 0	255 128 0	1.2 0.5 0.2 140 93 0 3000 300 0.8	100 34 25	120 92 88	90 170 170 240	127 17 23 55	127 108 59 31	177 220 0 1
//7AM
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//Midday
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//7PM
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//8PM
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//10PM
7 4 22	210 194 182	255 255 255	26 100 172	127 103 68	255 128 0	5 8 0	1 0.4 0.4 160 100 0 3000 313 1	70 27 10	55 55 55	67 67 62 240	127 24 14 12	127 23 14 47	111 60 0 1
//
//////////// CLOUDY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
22 0 32	210 194 182	255 255 255	16 97 171	32 85 124	255 128 0	5 0 0	1 0.4 0.4 200 100 0 3000 315 1	0 0 0	3 3 3	85 85 65 240	127 0 0 0	127 52 9 52	55 220 0 1
//5AM
22 0 32	210 194 182	255 255 255	16 97 171	32 85 124	255 128 0	5 0 0	1 0.4 0.4 200 100 0 3000 315 1	0 0 0	3 3 3	85 85 65 240	127 0 0 0	127 52 9 52	55 220 0 1
//6AM
13 13 22	210 194 182	255 255 255	5 32 117	53 27 16	255 128 0	255 128 0	1.2 0.5 0.2 140 93 0 3000 300 0.8	100 34 25	120 92 88	90 170 170 240	127 17 23 55	127 108 59 31	177 220 0 1
//7AM
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//Midday
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//7PM
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//8PM
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//10PM
7 4 22	210 194 182	255 255 255	26 100 172	127 103 68	255 128 0	5 8 0	1 0.4 0.4 160 100 0 3000 313 1	70 27 10	55 55 55	67 67 62 240	127 24 14 12	127 23 14 47	111 60 0 1
//
//////////// RAINY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
22 0 32	210 194 182	255 255 255	16 97 171	32 85 124	255 128 0	5 0 0	1 0.4 0.4 200 100 0 3000 315 1	0 0 0	3 3 3	85 85 65 240	127 0 0 0	127 52 9 52	55 220 0 1
//5AM
22 0 32	210 194 182	255 255 255	16 97 171	32 85 124	255 128 0	5 0 0	1 0.4 0.4 200 100 0 3000 315 1	0 0 0	3 3 3	85 85 65 240	127 0 0 0	127 52 9 52	55 220 0 1
//6AM
13 13 22	210 194 182	255 255 255	5 32 117	53 27 16	255 128 0	255 128 0	1.2 0.5 0.2 140 93 0 3000 300 0.8	100 34 25	120 92 88	90 170 170 240	127 17 23 55	127 108 59 31	177 220 0 1
//7AM
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//Midday
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//7PM
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//8PM
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//10PM
7 4 22	210 194 182	255 255 255	26 100 172	127 103 68	255 128 0	5 8 0	1 0.4 0.4 160 100 0 3000 313 1	70 27 10	55 55 55	67 67 62 240	127 24 14 12	127 23 14 47	111 60 0 1
//
//////////// FOGGY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
22 0 32	210 194 182	255 255 255	16 97 171	32 85 124	255 128 0	5 0 0	1 0.4 0.4 200 100 0 3000 315 1	0 0 0	3 3 3	85 85 65 240	127 0 0 0	127 52 9 52	55 220 0 1
//5AM
22 0 32	210 194 182	255 255 255	16 97 171	32 85 124	255 128 0	5 0 0	1 0.4 0.4 200 100 0 3000 315 1	0 0 0	3 3 3	85 85 65 240	127 0 0 0	127 52 9 52	55 220 0 1
//6AM
13 13 22	210 194 182	255 255 255	5 32 117	53 27 16	255 128 0	255 128 0	1.2 0.5 0.2 140 93 0 3000 300 0.8	100 34 25	120 92 88	90 170 170 240	127 17 23 55	127 108 59 31	177 220 0 1
//7AM
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//Midday
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//7PM
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//8PM
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//10PM
7 4 22	210 194 182	255 255 255	26 100 172	127 103 68	255 128 0	5 8 0	1 0.4 0.4 160 100 0 3000 313 1	70 27 10	55 55 55	67 67 62 240	127 24 14 12	127 23 14 47	111 60 0 1
//
//////////// SUNNY_VEGAS
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
22 0 32	210 194 182	255 255 255	16 97 171	32 85 124	255 128 0	5 0 0	1 0.4 0.4 200 100 0 3000 315 1	0 0 0	3 3 3	85 85 65 240	127 0 0 0	127 52 9 52	55 220 0 1
//5AM
22 0 32	210 194 182	255 255 255	16 97 171	32 85 124	255 128 0	5 0 0	1 0.4 0.4 200 100 0 3000 315 1	0 0 0	3 3 3	85 85 65 240	127 0 0 0	127 52 9 52	55 220 0 1
//6AM
13 13 22	210 194 182	255 255 255	5 32 117	53 27 16	255 128 0	255 128 0	1.2 0.5 0.2 140 93 0 3000 300 0.8	100 34 25	120 92 88	90 170 170 240	127 17 23 55	127 108 59 31	177 220 0 1
//7AM
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//Midday
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//7PM
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//8PM
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//10PM
7 4 22	210 194 182	255 255 255	26 100 172	127 103 68	255 128 0	5 8 0	1 0.4 0.4 160 100 0 3000 313 1	70 27 10	55 55 55	67 67 62 240	127 24 14 12	127 23 14 47	111 60 0 1
//
//////////// EXTRASUNNY_VEGAS
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
22 0 32	210 194 182	255 255 255	16 97 171	32 85 124	255 128 0	5 0 0	1 0.4 0.4 200 100 0 3000 315 1	0 0 0	3 3 3	85 85 65 240	127 0 0 0	127 52 9 52	55 220 0 1
//5AM
22 0 32	210 194 182	255 255 255	16 97 171	32 85 124	255 128 0	5 0 0	1 0.4 0.4 200 100 0 3000 315 1	0 0 0	3 3 3	85 85 65 240	127 0 0 0	127 52 9 52	55 220 0 1
//6AM
13 13 22	210 194 182	255 255 255	5 32 117	53 27 16	255 128 0	255 128 0	1.2 0.5 0.2 140 93 0 3000 300 0.8	100 34 25	120 92 88	90 170 170 240	127 17 23 55	127 108 59 31	177 220 0 1
//7AM
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//Midday
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//7PM
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//8PM
22 6 1	210 194 182	255 255 255	0 79 255	136 142 255	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 31 5 0	127 30 11 5	177 220 0 1
//10PM
7 4 22	210 194 182	255 255 255	26 100 172	127 103 68	255 128 0	5 8 0	1 0.4 0.4 160 100 0 3000 313 1	70 27 10	55 55 55	67 67 62 240	127 24 14 12	127 23 14 47	111 60 0 1
//
//////////// CLOUDY_VEGAS
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
10 1 20	210 194 182	255 255 255	4 5 8	48 46 45	255 128 0	5 0 0	1 0.4 0.4 200 100 0 3000 315 1	0 0 0	3 3 3	85 85 65 240	127 59 30 100	127 14 8 17	55 220 0 1
//5AM
1 2 20	210 126 76	255 255 255	4 4 8	48 41 35	255 128 0	5 0 0	1 0.4 0.4 200 100 0 3000 305 1	0 0 0	3 3 3	85 85 65 240	127 59 30 100	127 14 8 17	55 220 0 1
//6AM
13 13 22	210 194 182	255 255 255	5 32 117	53 27 16	255 128 0	255 128 0	1.2 0.5 0.2 140 93 0 3000 300 0.8	100 34 25	120 92 88	90 170 170 240	127 17 23 55	127 108 59 31	177 220 0 1
//7AM
9 0 15	210 194 182	255 255 255	0 79 255	170 123 109	255 128 0	255 128 0	2.2 1 0 211 0 149 3000 300 0.5	0 0 0	159 142 106	145 170 170 240	127 5 0 46	127 38 15 1	177 220 0 1
//Midday
